User,total_spend,avg_spend,median_spend,max_spend,transaction_count,unique_mcc,unique_merchants,unique_cities,online_pct,chip_pct,swipe_pct,fraud_rate,refund_rate,error_rate,first_year,last_year,tenure,auto,dining,education,entertainment,financial_services,fuel,grocery,healthcare,home_improvement,insurance,personal_care,retail,telecom,transport,utilities,grocery_pct,dining_pct,fuel_pct,retail_pct,transport_pct,financial_services_pct,healthcare_pct,auto_pct,telecom_pct,utilities_pct,education_pct,home_improvement_pct,entertainment_pct,personal_care_pct,insurance_pct,cluster_4,cluster_5,cluster_6,cluster_999,cluster_0,cluster_42,cluster_100,cluster_123,agg_cluster,high_value
361,500360.11,41.50643799253422,36.29,1724.39,12055,90,337,162,0.056242223143923686,0.21227706345914557,0.7314807133969308,0.0010783907092492741,0.10145167980091248,0.017337204479469098,1998,2020,23,27460.2,38894.7,2814.44,115.72,29361.56,26507.66,46454.88,34424.71,6186.7,21027.98,10196.49,88558.03,40728.96,0.0,5659.67,0.0928428926918255,0.07773341483996396,0.052977164786377554,0.17698858927823002,0.0,0.05868085687326274,0.0687998689583788,0.054880873697145845,0.08139929460004315,0.01131119345225182,0.005624828885739913,0.012364494843523798,0.0002312734322486259,0.02037830313851358,0.04202569225592344,3,1,2,0,4,1,4,2,1,0
362,490677.37,43.96750627240144,40.985,2447.88,11160,83,361,219,0.0985663082437276,0.2740143369175627,0.6274193548387097,0.0025985663082437275,0.08342293906810036,0.014157706093189963,2005,2020,16,6926.37,10241.24,3612.58,1091.82,60557.49,15662.34,39050.78,31052.34,4452.64,1867.41,4011.77,61161.78,13787.39,1.02,27824.72,0.07958545143420818,0.020871637100361894,0.03191983359656468,0.12464764780165019,2.0787590020709535e-06,0.12341610537286445,0.06328463853957643,0.014115935283504107,0.028098687330944158,0.05670675213735657,0.007362434505589691,0.00907447596370707,0.0022251280918050083,0.00817598333503744,0.003805779752997372,3,1,2,0,4,1,4,2,1,0
365,980030.95,57.63531816043284,22.66,3605.24,17004,92,516,379,0.04228416843095742,0.2589978828510939,0.6987179487179487,0.0015290519877675841,0.06145612796988944,0.016172665255234062,2003,2020,18,62426.76,7945.96,17680.26,473.24,71178.58,36834.97,83133.6,44246.68,2691.46,20198.78,4561.97,134222.87,44160.14,9109.06,37739.74,0.08482752508989641,0.008107866389321684,0.03758551706963949,0.1369577868943833,0.0092946656429575,0.07262891034206624,0.04514824761401668,0.06369876379924533,0.045059944280331145,0.038508722607178886,0.018040511883833873,0.002746301022431996,0.00048288270895934464,0.004654924418458418,0.02061034909152614,2,2,4,3,2,2,3,4,2,1
374,854550.58,65.55815726889145,47.97,1575.76,13035,89,288,201,0.31077867280398924,0.29604909858074413,0.3931722286152666,0.0006137322593018795,0.03199079401611047,0.01457614115841964,2009,2020,12,28764.23,35369.2,16407.15,201.81,8710.08,17500.97,64471.08,63564.18,11780.67,23588.23,1233.47,69569.78,29008.79,180691.75,43428.52,0.07544442834501383,0.04138924111431765,0.020479735675798152,0.08141095638832754,0.21144652432393177,0.010192585674682944,0.07438316875286657,0.03366006726014977,0.03394625277768813,0.05082030369694442,0.019199741225381886,0.01378580774001698,0.00023615922184500772,0.0014434136830145268,0.027603082312576514,2,4,1,1,1,4,0,1,4,1
379,7099.7300000000005,63.39044642857143,61.215,226.3,112,24,37,10,0.17857142857142858,0.75,0.07142857142857142,0.0,0.07142857142857142,0.03571428571428571,2020,2020,1,314.96000000000004,566.74,62.44,0.0,0.0,465.75,400.44,134.53,95.55,226.3,172.97,1058.1399999999999,1553.96,0.0,832.84,0.056402144870297884,0.07982557083156683,0.06560108623849076,0.1490394705150759,0.0,0.0,0.018948607904807648,0.04436225039543758,0.21887592908462716,0.11730586937813128,0.0087947006435456,0.013458258271793434,0.0,0.024362898307400422,0.03187445156365101,0,0,3,4,3,0,2,0,0,0
381,295236.33,24.229489536315143,8.3,744.12,12185,80,339,259,0.058924907673368894,0.25613459171112024,0.6849405006155109,0.0004924086992203529,0.04612228149363972,0.01526466967583094,2003,2020,18,20806.14,24037.72,496.85,4923.01,7600.0,18916.88,33048.66,17938.13,7111.1,2293.5,463.38,51979.61,29144.43,0.0,7824.53,0.11193967896837087,0.08141857067522822,0.06407368632444388,0.1760610220293688,0.0,0.02574208939665386,0.060758545535368226,0.07047283103674944,0.09871559506243692,0.026502598782473685,0.001682889094306246,0.024086127882703326,0.016674810989555384,0.0015695222874501928,0.007768352898845477,3,1,2,0,4,1,4,2,1,0
385,1133382.8,53.658877000284065,40.0,1285.5,21122,86,434,276,0.039200833254426665,0.2164094309251018,0.7443897358204715,0.001846416059085314,0.027317488874159645,0.01212006438784206,2001,2020,20,55902.64,97916.46,4628.38,7525.11,572420.0,14687.46,35312.04,27725.66,17727.47,11214.9,2360.5,57419.52,56649.11,0.0,0.0,0.031156322471101554,0.0863931056656233,0.012958957909013616,0.050662071102543636,0.0,0.505054426447975,0.02446274991997408,0.04932370598883272,0.049982327241952146,0.0,0.004083686464978999,0.015641202601627623,0.006639513145955629,0.002082703213777375,0.009895068109380166,2,2,4,3,2,2,3,4,3,1
393,556379.37,43.36550038971161,21.92,1097.45,12830,84,262,172,0.09384255650818395,0.21987529228371006,0.686282151208106,0.003195635229929852,0.09828526890101325,0.014964925954793453,1999,2020,22,7557.87,50.660000000000004,1006.96,4610.85,36640.0,28547.13,48760.98,34975.53,16805.63,34595.84,2146.07,89264.8,65186.67,91.87,54014.21,0.08763980591156714,9.10529806308239e-05,0.0513087499991238,0.1604387308609232,0.00016512114746454384,0.06585434682813635,0.06286273698465851,0.013584022714573332,0.1171622700532552,0.09708161896800739,0.0018098442435060093,0.030205343523071318,0.008287241131891717,0.0038572062799524724,0.062180306936973594,3,1,2,0,4,1,4,2,1,0
395,603892.93,44.44637741959226,14.76,1556.98,13587,88,322,188,0.09994848016486348,0.2101273275925517,0.6899241922425848,0.004268786339883712,0.07014057555015824,0.019724736880841982,2004,2020,17,20845.8,4654.38,2272.58,1221.39,78645.34,63507.58,76358.77,23317.13,16871.15,4457.53,4665.61,53952.42,70380.58,27213.84,28603.81,0.12644421917640267,0.007707293410439496,0.10516364217080666,0.08934103600119973,0.04506401490741082,0.13023060230229883,0.03861136443508289,0.03451903303454802,0.11654479876093267,0.04736569775705107,0.0037632167675816304,0.027937319948421982,0.002022527403988651,0.007725889422153028,0.007381325030581165,3,1,2,0,4,1,4,2,1,0
403,1037584.87,68.15007356321838,76.56,1279.4,15225,79,292,189,0.05090311986863711,0.23257799671592774,0.7165188834154351,0.0004597701149425287,0.04525451559934319,0.02922824302134647,2006,2020,15,24209.15,1286.98,20467.55,813.48,14990.33,71165.09,168544.6,152979.21,41862.8,20199.66,8859.58,329141.97,62301.34,0.0,42050.22,0.16243933857670845,0.0012403611860685672,0.06858724722923147,0.31721932298415256,0.0,0.014447329017047058,0.14743778019816345,0.02333221185077612,0.060044572546629364,0.040527017322448046,0.019726145389918803,0.04034638631536715,0.0007840129742832507,0.008538655734253334,0.019467959281248965,1,3,5,2,0,3,1,3,2,1
410,805103.54,79.27368452146514,55.39,1090.53,10156,67,260,132,0.056321386372587635,0.5522843639228042,0.3913942497046081,0.0007877116975187081,0.014868058290665617,0.013489562820007878,2011,2020,10,8701.83,6963.69,3152.45,3146.3,1340.0,62542.62,132318.46,116297.85,10030.2,0.0,6389.28,270156.54,44340.88,5.5,23676.5,0.16434961893224315,0.008649434083968876,0.07768270401593315,0.3355550268726926,6.831419471835883e-06,0.0016643821985927424,0.1444507994586634,0.01080833652774648,0.05507475473278877,0.02940801874998587,0.003915583329816187,0.01245827337934696,0.0039079445607704075,0.007935973055093012,0.0,1,3,5,2,0,3,1,3,2,0
415,5012.79,71.61128571428571,65.465,296.11,70,19,25,5,0.07142857142857142,0.9285714285714286,0.0,0.0,0.014285714285714285,0.02857142857142857,2020,2020,1,0.0,81.53999999999999,19.77,30.83,0.0,425.43,649.43,619.26,35.61,0.0,0.0,1487.32,105.05,0.0,197.77,0.12955459933490132,0.016266390572914482,0.08486890534013992,0.2967050285370023,0.0,0.0,0.12353599492498189,0.0,0.020956393545311095,0.039453079023856974,0.003943911474448361,0.00710382840693506,0.006150267615439705,0.0,0.0,0,0,3,4,3,0,2,0,0,0
416,314436.75,26.277515460471335,10.66,952.89,11966,73,287,145,0.05231489219455123,0.3113822497075046,0.6363028580979442,0.0009192712685943507,0.0370215610897543,0.014457629951529332,2005,2020,16,3503.33,47428.08,2736.5,1763.9,15520.0,13749.88,26598.88,13880.05,7161.9,2084.9,7921.93,32527.23,51966.97,1522.58,40008.54,0.08459214770538113,0.1508350407514389,0.043728603606289655,0.10344601895293727,0.004842245698061693,0.04935809825028404,0.04414258193420457,0.01114160479015255,0.1652700264838636,0.12723875310376412,0.008702863135431848,0.02277691777440137,0.0056097132412162385,0.02519403345823922,0.0066305862784804895,3,1,2,0,4,1,4,2,1,0
417,675379.38,37.85546662182613,22.02,1172.2,17841,91,529,253,0.027801132223530072,0.1462922481923659,0.825906619584104,0.003587242867552267,0.08553332212319938,0.01636679558320722,1994,2020,27,54419.41,4208.57,494.43,16482.47,34596.29,63988.27,94422.52,30798.88,3343.3,58070.68,15200.84,60991.39,6352.63,56.57,38148.49,0.13980663727104017,0.006231416185670341,0.09474418659331885,0.09030685834678577,8.376033037905302e-05,0.051224972251891966,0.04560233982861603,0.0805760608208086,0.009406017104046026,0.05648453466257735,0.0007320774288371078,0.004950254773842814,0.024404757515694365,0.022507112965160413,0.0859823111567309,3,1,2,0,4,1,4,2,1,0
419,10029.22,25.4548730964467,26.655,329.62,394,26,39,7,0.3299492385786802,0.6472081218274112,0.02284263959390863,0.0,0.01015228426395939,0.017766497461928935,2020,2020,1,254.43,136.76,72.81,139.23000000000002,200.0,328.46000000000004,1080.8700000000001,1073.6,27.41,0.0,0.0,1046.85,63.27,4823.22,84.36,0.10777208995315689,0.013636155154638147,0.03275030361284328,0.10438000163522188,0.4809167612237044,0.019941730264168102,0.10704720805805436,0.025368872155561453,0.006308566369069579,0.008411421825426105,0.0072597869026703975,0.0027330141327042384,0.013882435523400627,0.0,0.0,0,4,3,1,1,4,0,1,0,0
425,311513.37,18.47318804483188,3.44,1096.47,16863,81,395,191,0.033505307477910216,0.2928897586431833,0.6736049338789065,0.0007709185791377572,0.024313585957421575,0.012571902982861887,2007,2020,14,4284.5,11333.55,3825.54,9565.38,13120.0,18345.4,41570.21,21847.71,4904.96,2608.3,4888.21,46028.09,21033.81,453.22,17399.09,0.13344598981417716,0.03638222654777225,0.05889121227766244,0.14775638682859743,0.0014548974254299262,0.042116972379066746,0.07013410050425765,0.013753823792538984,0.06752137155461418,0.05585342934076955,0.012280500191693217,0.015745584210398417,0.03070616198592054,0.01569181444764313,0.008372995354902425,3,1,2,0,4,1,4,2,1,0
429,13902.42,48.105259515570935,29.74,666.62,289,28,38,10,0.5155709342560554,0.4429065743944637,0.04152249134948097,0.0,0.04152249134948097,0.006920415224913495,2020,2020,1,0.0,285.39,80.0,0.0,700.0,724.79,1238.83,1130.06,0.0,1060.15,299.88,899.4200000000001,853.14,4543.52,227.19,0.08910894649996187,0.020528080722636777,0.052134088885244435,0.06469521133730674,0.32681504371181425,0.050350946094277114,0.08128512877614112,0.0,0.0613662945012451,0.016341759204512595,0.005754393839345956,0.0,0.0,0.021570345306788315,0.07625650785978269,0,4,3,1,1,4,0,1,0,0
442,7953.24,39.178522167487685,17.38,528.4,203,33,55,16,0.04433497536945813,0.896551724137931,0.059113300492610835,0.0,0.034482758620689655,0.009852216748768473,2019,2020,2,470.57,1447.25,17.78,56.739999999999995,0.0,299.46000000000004,712.28,168.18,57.86,0.0,20.24,651.83,603.73,0.0,265.90999999999997,0.08955846925278252,0.18196986385422798,0.037652579326161416,0.08195779330184931,0.0,0.0,0.021146098948353124,0.05916708159190468,0.0759099436204616,0.03343417273966333,0.002235566888463067,0.007275022506550789,0.0071341993954665015,0.0025448747931660553,0.0,0,0,3,4,3,0,2,0,0,0
444,9732.89,72.09548148148147,69.24,552.77,135,26,42,10,0.06666666666666667,0.9259259259259259,0.007407407407407408,0.0,0.014814814814814815,0.014814814814814815,2020,2020,1,927.61,201.86,2.81,21.52,760.0,625.92,1332.62,1301.37,0.0,261.59000000000003,0.0,2047.79,0.0,38.94,16.13,0.13691925008913078,0.020739985759625355,0.06430977849333548,0.21039896680225503,0.004000867162785154,0.07808574842621256,0.1337084874071319,0.09530673828636715,0.0,0.0016572672659405376,0.00028871178036533857,0.0,0.002211059613331703,0.0,0.02687690911949072,0,0,3,4,3,0,2,0,0,0
452,335618.78,54.661039087947884,30.384999999999998,2044.87,6140,82,246,116,0.103257328990228,0.23241042345276872,0.6643322475570033,0.004071661237785016,0.041368078175895766,0.02003257328990228,2004,2018,15,28.31,22371.43,737.09,2408.09,18403.86,19588.11,30831.52,24827.01,560.28,20827.94,5064.62,51487.74,19384.18,22.32,26077.57,0.09186470435295664,0.06665726512682037,0.05836416543794122,0.1534113794228082,6.650402578782986e-05,0.05483560842453453,0.07397384020047983,8.435165636440248e-05,0.05775654151415484,0.07769997257006893,0.0021962120236537416,0.0016693940666848259,0.007175075244597456,0.015090395120320739,0.062058327010186966,3,1,2,0,4,1,4,2,1,0
458,2410270.46,109.70734911242603,129.35500000000002,1236.74,21970,82,370,200,0.046290395994538006,0.3802913063268093,0.5734182976786527,0.00013654984069185253,0.01670459717796996,0.019390077378243057,2009,2020,12,51894.77,26076.0,292.12,1584.54,9432.99,258830.31,516718.0,503258.65,1189.53,4059.77,3605.23,763806.01,75482.78,0.0,19374.07,0.2143817503368481,0.010818702893616345,0.10738641753921674,0.31689639095522915,0.0,0.003913664527092117,0.20879758448352723,0.02153068332422744,0.03131714106474175,0.008038131123259918,0.00012119801692296391,0.000493525527421516,0.0006574116997641833,0.0014957781957797385,0.0016843628411726045,1,3,5,2,0,3,1,3,2,1
468,10580.39,59.440393258426965,51.900000000000006,1052.21,178,26,34,14,0.033707865168539325,0.8764044943820225,0.0898876404494382,0.0,0.07865168539325842,0.0056179775280898875,2019,2020,2,0.0,2011.18,0.0,0.0,4140.0,56.959999999999994,360.05999999999995,195.81,0.0,0.0,0.0,124.83000000000001,19.0,0.0,405.56,0.03403088165937172,0.19008562066237636,0.005383544462916773,0.011798241841746855,0.0,0.3912899240954256,0.018506879236020603,0.0,0.0017957750139645137,0.03833129024544464,0.0,0.0,0.0,0.0,0.0,0,0,3,4,3,0,2,0,0,0
472,572454.39,36.13067344105024,36.815,1607.54,15844,78,371,200,0.04891441555162838,0.3244130270133805,0.6266725574349912,0.0003155768745266347,0.027518303458722543,0.019313304721030045,2007,2020,14,32219.83,14506.76,175.06,2927.79,46940.0,13034.01,62275.22,49023.05,7527.64,2191.62,14606.09,139144.34,28461.21,0.0,23051.329999999998,0.10878634365962325,0.0253413376740809,0.02276864362940775,0.24306624672753405,0.0,0.08199779898622142,0.08563660416684027,0.05628366305305127,0.04971786485906764,0.04026753991702291,0.0003058060223802284,0.013149763774193433,0.0051144511268399915,0.025514853681181483,0.00382846221163576,1,3,5,2,0,3,1,3,2,0
474,444922.82,17.61651963889769,17.14,184.23,25256,39,562,283,0.2787852391510928,0.0,0.7212147608489072,0.00035635096610706367,0.004672157111181501,0.010848907190370604,2001,2020,20,9909.32,77106.49,943.01,1653.12,2400.0,11503.38,37116.51,4599.14,5383.9,0.0,5433.2,19343.92,0.0,246344.89,8377.84,0.08342235626394709,0.17330306860861847,0.025854776340759503,0.04347702372290097,0.5536800517447049,0.005394193986273844,0.01033693888751312,0.022271997646692968,0.0,0.018829872560818525,0.002119491196248374,0.01210075041779156,0.0037155208177454234,0.012211556152592937,0.0,2,4,1,1,1,4,0,1,4,0
475,3016.35,38.18164556962025,39.44,266.94,79,16,23,7,0.0759493670886076,0.9240506329113924,0.0,0.0,0.08860759493670886,0.012658227848101266,2020,2020,1,53.03,64.19,54.35,44.77,0.0,230.17000000000002,441.16,324.85,0.0,0.0,0.0,481.8,732.88,0.0,0.0,0.1462562368425415,0.02128068692293666,0.07630745768892867,0.15972947436471233,0.0,0.0,0.1076963880186318,0.01758085102856101,0.24296915145788786,0.0,0.018018466026820498,0.0,0.014842442024300895,0.0,0.0,0,0,3,4,3,0,2,0,0,0
477,244111.1,89.68078618662749,71.16499999999999,2013.68,2722,80,190,102,0.11645848640705364,0.7520205731080088,0.13152094048493754,0.0,0.08192505510653932,0.02645113886847906,2014,2020,7,1221.39,11550.47,149.89,883.02,8360.0,13599.01,21925.44,13529.56,1280.08,1035.29,2938.66,23904.98,27560.6,0.0,36445.51,0.08981746426114993,0.0473164473061651,0.05570828200765963,0.09792664077954669,0.0,0.034246701604310495,0.0554237804016286,0.005003418525417321,0.11290187132006696,0.14929886432857825,0.0006140236965873325,0.00524384184086672,0.00361728737447826,0.012038207193364004,0.004241060730134762,0,0,3,4,3,0,2,0,1,0
486,4478219.81,54.37702398154331,42.43,977.32,82355,87,675,500,0.013004674883127922,0.13562018092404832,0.8513751441928238,0.0006071276789508834,0.011583996114382855,0.009252625827211463,1991,2020,30,434648.49,79615.11,28999.27,1766.43,2912829.07,54635.93,148069.81,97687.77,67042.53,0.0,32846.13,284670.59,47223.68,3183.46,49789.93,0.03306443548602855,0.01777829436201793,0.012200368074384451,0.0635678019565547,0.0007108762265066217,0.6504435230033964,0.02181397388798564,0.09705831969869295,0.010545190277294586,0.011118241647901603,0.006475624518306081,0.014970799300715881,0.0003944491505431486,0.007334639967125687,0.0,2,2,4,3,2,2,3,4,2,1
491,608711.67,28.12380659767141,10.114999999999998,1118.5,21644,84,485,250,0.032480133062280536,0.2962021807429311,0.6713176861947884,0.0019404915912031048,0.027028275734614672,0.011596747366475698,1994,2020,27,43744.18,946.64,4309.41,363.59,38193.23,29828.82,57659.91,42912.81,7374.2300000000005,6657.2,7737.02,61511.77,32967.32,851.49,30809.24,0.09472450232472132,0.0015551533618535685,0.049003200480779344,0.10105239152060284,0.001398839618106878,0.06274436959619979,0.07049776127998333,0.07186354748217658,0.05415917194424742,0.05061384809658734,0.007079558701412771,0.012114487635829292,0.0005973107103400859,0.012710484095039611,0.01093654077635804,3,1,2,0,4,1,4,2,1,0
493,5861.49,77.12486842105262,64.575,435.12,76,18,23,7,0.05263157894736842,0.7368421052631579,0.21052631578947367,0.0,0.013157894736842105,0.013157894736842105,2020,2020,1,161.47,2063.09,50.26,0.0,0.0,541.98,103.75999999999999,392.71000000000004,0.0,0.0,57.13,774.67,0.0,19.61,367.01,0.017701983625323936,0.3519736449264607,0.09246454399819842,0.1321626412396848,0.0033455657179317887,0.0,0.06699832295201391,0.02754760308385752,0.0,0.06261377226609617,0.0085746115748726,0.0,0.0,0.009746668509201585,0.0,0,0,3,4,3,0,2,0,0,0
497,446102.62,48.159626470905756,37.27,852.97,9263,88,324,199,0.07287056029364136,0.2084637806326244,0.7186656590737343,0.005181906509770053,0.06207492173162042,0.025477707006369428,2002,2020,19,11065.46,12750.47,2078.87,3225.6,10391.72,25406.74,39692.340000000004,23710.82,4136.17,0.0,2623.85,59471.97,43884.45,150.65,12522.61,0.08897580561172226,0.02858192135253543,0.056952680528977846,0.13331454991230493,0.00033770256718061866,0.023294460812626476,0.053151044035562936,0.02480474111539627,0.09837299319156655,0.028071142016605957,0.004660071263423649,0.009271790423468035,0.007230623303669456,0.005881718426132534,0.0,3,1,2,0,4,1,4,2,1,0
500,679700.94,39.49223984660972,18.4,1952.53,17211,87,471,304,0.05391900528731625,0.2168380686770089,0.7292429260356749,0.0008715356458079135,0.06832839463134043,0.015803846377316834,2001,2020,20,6103.44,30276.68,1897.8700000000001,1349.24,37437.53,63170.19,84894.42,42087.94,2983.46,42065.23,8696.48,94397.4,85062.42,0.0,2926.8,0.12489966543227085,0.04454411965356411,0.09293821191419863,0.1388807848345774,0.0,0.05507941477909388,0.06192126201855776,0.008979596232425396,0.12514683295862442,0.0043060114055455045,0.002792213293099168,0.004389371596278799,0.001985049483674394,0.012794568152281796,0.061887850265441746,3,1,2,0,4,1,4,2,1,0
501,186196.88,26.67194957742444,15.86,812.71,6981,62,149,72,0.06460392493912047,0.23420713364847442,0.7011889414124051,0.0,0.053001002721673116,0.020627417275461968,2006,2020,15,4952.83,21593.5,509.24,7582.28,20500.0,10820.8,16083.05,11419.32,3117.15,12788.9,6659.81,25323.78,17174.14,0.0,0.0,0.08637658160544902,0.11597133099115302,0.058114829851069465,0.1360053938605201,0.0,0.11009851507715919,0.06132927683858075,0.02659996236241982,0.0922364542305972,0.0,0.002734954527702075,0.016741150549891063,0.0407218423853289,0.035767570326634905,0.06868482436440396,3,1,2,0,4,1,4,2,0,0
509,889922.13,51.94199089476449,25.46,1608.57,17133,88,637,439,0.043133134885892724,0.09292009572170665,0.8639467693924007,0.0014591723574388607,0.06432031751590497,0.015175392517364151,2003,2020,18,76707.67,103048.52,770.41,6612.56,93820.0,40871.75,67331.66,25030.08,3411.98,108276.54,1400.47,77237.52,53726.21,0.0,46146.48,0.07566017040165077,0.11579498534326818,0.045927332990359504,0.08679132409034485,0.0,0.1054249544283161,0.02812614627304526,0.08619593491848551,0.060371810284120024,0.05185451450679174,0.0008657049578034428,0.0038340208485432314,0.007430492823006885,0.0015736994876169672,0.12166967912125075,2,2,4,3,2,2,3,4,1,1
510,423600.69,25.752367317162136,4.88,1320.77,16449,81,365,238,0.03586844185056842,0.2064563195331023,0.7576752386163292,0.002553346708006566,0.06273937625387561,0.01398261292479786,2002,2020,19,35546.05,9516.89,2215.28,11192.22,76857.57,30438.16,45541.63,12184.7,864.43,20927.9,6871.97,26663.12,32375.26,0.0,19258.43,0.10751075499900625,0.022466653678019265,0.07185578474860368,0.06294399567668314,0.0,0.1814387271182207,0.028764589594979177,0.08391405122593168,0.0764287234754032,0.045463641714086914,0.005229642095247768,0.0020406718412097013,0.026421628350038806,0.016222754500234644,0.049404782603163375,3,1,2,0,4,1,4,2,1,0
511,549998.48,79.13647194244604,59.215,2704.6,6950,84,344,225,0.10043165467625899,0.24474820143884893,0.6548201438848921,0.0018705035971223023,0.08892086330935252,0.019424460431654675,2001,2020,20,44782.88,14008.26,279.35,1368.55,6800.0,31462.19,44382.84,11416.36,1742.4,3943.55,13125.79,89252.43,10491.69,5587.5199999999995,34787.99,0.08069629574249004,0.0254696340251704,0.057204139909623024,0.16227759393080504,0.010159155348938418,0.012363670532325835,0.02075707554682697,0.0814236432071594,0.019075852718720244,0.06325106571203615,0.0005079104945890033,0.0031680087552241965,0.0024882796039727238,0.023865138681837813,0.00717011072466964,2,2,4,3,2,2,3,4,1,0
518,8734.83,48.526833333333336,24.85,479.58,180,34,56,21,0.044444444444444446,0.7222222222222222,0.23333333333333334,0.0,0.044444444444444446,0.005555555555555556,2020,2020,1,140.51,94.99000000000001,66.45,74.4,0.0,80.67,671.52,634.3299999999999,855.55,479.58,52.56,2438.23,311.61,0.0,348.77,0.07687842808617912,0.010874853889543358,0.009235440186013924,0.2791388040751795,0.0,0.0,0.07262076079328389,0.016086174544896695,0.03567442068134125,0.03992865344832126,0.007607474902201875,0.09794695489208147,0.008517624269733928,0.006017289403457194,0.05490433128063168,0,0,3,4,3,0,2,0,0,0
523,808254.59,56.19513244802892,43.92,1590.33,14383,84,422,250,0.07272474449002295,0.3249669749009247,0.6023082806090524,0.0009038448167976083,0.052075366752416044,0.011332823472154627,2007,2020,14,86560.47,175325.42,6331.88,995.3100000000001,3420.0,35084.56,62436.98,30977.25,5054.11,0.0,12012.55,74828.77,45649.87,25529.92,44037.87,0.07724914992440687,0.216918557802437,0.04340780792843997,0.09258069292251098,0.03158648316491466,0.004231340028641223,0.03832610464977378,0.10709555017806952,0.056479567904464366,0.05448514681494108,0.007834016754547599,0.0062531163602795,0.0012314312993879813,0.014862334403816995,0.0,2,2,4,3,2,2,3,4,1,0
530,2221.25,67.31060606060606,57.0,240.8,33,13,18,5,0.15151515151515152,0.7272727272727273,0.12121212121212122,0.0,0.09090909090909091,0.030303030303030304,2020,2020,1,168.70999999999998,114.38,0.0,18.0,0.0,52.4,284.91999999999996,0.0,0.0,0.0,0.0,696.6800000000001,0.0,149.2,0.0,0.12827011817670228,0.051493528418683175,0.02359032076533483,0.3136432189082724,0.0671693866066404,0.0,0.0,0.07595272931907708,0.0,0.0,0.0,0.0,0.008103545301069218,0.0,0.0,0,0,3,4,3,0,2,0,0,0
534,8990.4,89.01386138613861,36.3,1087.78,101,23,33,11,0.07920792079207921,0.44554455445544555,0.4752475247524752,0.0,0.0297029702970297,0.0297029702970297,2020,2020,1,0.0,101.21,0.0,93.26,780.0,288.23,1594.07,744.1800000000001,0.0,0.0,0.0,1360.12,309.53,0.0,363.39,0.17730801744082578,0.011257563623420537,0.032059752625022246,0.15128581598149135,0.0,0.08675920982381206,0.08277495995728779,0.0,0.03442894643174942,0.04041978109983983,0.0,0.0,0.010373287061754761,0.0,0.0,0,0,3,4,3,0,2,0,0,0
539,779565.55,25.415366935089494,13.2,1128.07,30673,86,346,272,0.015681544028950542,0.27040067812082286,0.7139177778502266,0.0006846412154011671,0.0299612036644606,0.010497831969484563,2004,2020,17,143844.92,31118.82,3968.5,3546.63,92200.0,37924.97,78433.23,37402.13,6869.95,1197.95,8847.4,77981.84,20753.44,0.0,5011.23,0.10061146237157349,0.03991815697858891,0.04864885319778433,0.10003243473239677,0.0,0.11827100363785957,0.04797817194461709,0.18451933900875944,0.0266218023615846,0.006428234290240249,0.005090655942915897,0.008812536675074981,0.004549495549155552,0.011349141839323196,0.0015366892495441852,2,2,4,3,2,2,3,4,1,0
540,1255747.22,43.43492857389921,20.0,1532.94,28911,87,692,390,0.258897997302065,0.19200304382414998,0.549098958873785,0.0007609560374943793,0.021929369444156202,0.01400850887205562,2002,2020,19,310767.09,110769.98,2678.14,0.0,15180.0,28526.74,46410.22,22341.65,4211.84,65557.9,13994.99,52693.26,118587.89,164983.29,51484.37,0.03695825024402603,0.08821041228345303,0.02271694457742857,0.04196167760578439,0.13138256439858972,0.01208842015194746,0.017791518582856193,0.24747583355191505,0.0944361158928148,0.040998991819388625,0.0021327062941855447,0.0033540508256112247,0.0,0.011144750931640525,0.052206287185728346,2,2,4,3,2,2,3,4,0,1
549,675650.31,23.062886059530314,7.68,1177.59,29296,87,381,215,0.3958902239213545,0.144900327689787,0.4592094483888585,0.002116329874385582,0.041575641725832876,0.014984980884762425,1999,2020,22,52015.35,42264.96,2158.17,4555.52,32979.5,45850.72,64353.46,12684.05,5289.19,1936.73,25634.93,107655.54,64487.34,11899.98,44351.62,0.09524669647528171,0.06255448917058884,0.0678616132063937,0.1593361808714333,0.017612631599325395,0.04881149244200006,0.01877309876465534,0.076985608132112,0.09544484631406443,0.0656428619118076,0.0031942115145333094,0.007828295083591391,0.006742422718639765,0.03794112075520249,0.002866468010648881,3,1,2,0,4,1,4,2,1,0
553,759040.99,36.684596684548836,13.38,1360.42,20691,82,438,217,0.08622106229761732,0.18988932386061572,0.723889613841767,0.0009666038374172345,0.02382678459233483,0.01648059542796385,2003,2020,18,47498.18,49677.34,1943.16,13752.18,46380.0,38789.7,72221.88,12996.77,8962.27,4005.42,27228.4,65185.82,73640.08,27122.58,4677.92,0.09514885355532644,0.06544750633295837,0.051103564248881996,0.0858791828883971,0.03573269475209764,0.06110341946091739,0.017122619425335647,0.06257656783463038,0.0970172638502698,0.0061629346262314505,0.0025600198482034547,0.011807359705303926,0.018117835770634732,0.035872107512928915,0.005276948218567222,3,1,2,0,4,1,4,2,1,0
